#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JAACYQ010024619.1	1	5041	3037	5041	100	59.3963	34.9	4.68
JAACYQ010024630.1	1	9071	4720	9058	99.8567	51.4514	35	5.89
JAACYQ010024640.1	1	36957	22055	36890	99.8187	59.333	34.9	1.63
JAACYQ010024646.1	1	2014	1125	2014	100	53.9518	35	0
JAACYQ010024667.1	1	9072	4989	9072	100	54.5578	34.9	6.3
JAACYQ010024689.1	1	1883	1500	1882	99.9469	77.0728	35	9.29
JAACYQ010024691.1	1	2014	1135	2014	100	55.1485	35.2	0
JAACYQ010024705.1	1	7808	3730	7808	100	47.2654	35	3.51
JAACYQ010024727.1	1	7807	5420	7807	100	69.2092	35	15.5
MU014409.1	1	7777	4112	7688	98.8556	52.2026	35.1	5.1
JAACYQ010024760.1	1	5610	3138	5610	100	56.0171	35.1	2.25
MU014410.1	1	7776	4408	7683	98.804	56.1991	35.1	7.1
JAACYQ010024786.1	1	12765	8293	12765	100	64.5101	34.9	3.73
JAACYQ010024790.1	1	4320	4907	4320	100	113.069	35.1	52.6
JAACYQ010024808.1	1	5610	3542	5610	100	62.5986	35	2.98
JAACYQ010024819.1	1	3565	12255	3565	100	327.086	35.1	56.7
JAACYQ010024860.1	1	2973	6404	2973	100	181.864	34.9	0.385
JAACYQ010024861.1	1	2973	5663	2973	100	173.729	34.9	0.707
JAACYQ010024899.1	1	12765	7858	12765	100	61.0744	34.8	2.15
JAACYQ010024930.1	1	5609	7224	5609	100	127.556	34.9	5.86
JAACYQ010024961.1	1	5609	8699	5609	100	154.073	34.9	8.36
JAACYQ010024983.1	1	3724	2122	3724	100	55.112	35	2.95
JAACYQ010024984.1	1	12012	5604	12008	99.9667	46.2664	34.9	3.72
JAACYQ010024986.1	1	2692	999	2692	100	36.701	35	0.686
JAACYQ010024994.1	1	44303	21320	44303	100	47.8387	35	7.56
JAACYQ010024995.1	1	44297	25463	44297	100	57.0305	35	11.9
JAACYQ010025030.1	1	4017	3397	4017	100	83.8818	34.8	25.6
JAACYQ010025031.1	1	4019	3423	4019	100	81.9965	34.7	20.7
JAACYQ010025032.1	1	1027	1752	1027	100	171.772	34.9	59.5
JAACYQ010025034.1	1	17062	12820	17062	100	73.6182	35	0.345
JAACYQ010025035.1	1	24981	13394	24971	99.96	52.9584	35	0.0671
JAACYQ010025036.1	1	3159	3170	3159	100	97.8056	35	41.1
JAACYQ010025037.1	1	2328	1373	2300	98.7973	59.2612	34.8	0.747
JAACYQ010025038.1	1	2399	2216	2399	100	91.3539	34.9	56.1
JAACYQ010025043.1	1	1509	1490	1509	100	98.2518	35.1	53
JAACYQ010025044.1	1	17062	12825	17062	100	73.545	34.9	0.41
JAACYQ010025045.1	1	24981	13434	24981	100	52.789	35	0.402
JAACYQ010025047.1	1	2328	1554	2325	99.8711	65.8664	34.8	1.97
MU014411.1	1	20911	7700	20676	98.8762	34.7684	33.2	0.434
MU014412.1	1	20887	10060	20798	99.5739	46.0873	33.1	8.8
JAACYQ010025367.1	1	1786	2049	1786	100	114.189	34.9	49.3
JAACYQ010025368.1	1	1361	2462	1361	100	159.162	34.9	44.6
JAACYQ010025369.1	1	1161	4606	1161	100	384.735	34.5	43.1
JAACYQ010025430.1	1	47822	26431	47757	99.8641	54.6733	34.4	0.244
JAACYQ010025431.1	1	47803	29016	47803	100	60.0999	34.3	3.33
JAACYQ010025543.1	1	27695	12499	27668	99.9025	44.3496	34.4	0.699
JAACYQ010025544.1	1	27689	13665	27672	99.9386	48.4508	34.2	3.24
JAACYQ010025577.1	1	64336	38395	64336	100	59.2883	35	0.193
JAACYQ010025578.1	1	64335	38987	64333	99.9969	60.2512	34.9	0.843
JAACYQ010025579.1	1	36774	22182	36770	99.9891	59.9374	35	0.333
JAACYQ010025580.1	1	37041	24880	37037	99.9892	66.7682	34.9	2.03
JAACYQ010025581.1	1	27681	16297	27637	99.841	58.3762	35	0.21
JAACYQ010025582.1	1	27680	16873	27680	100	60.5588	35	0.994
JAACYQ010025621.1	1	54268	32997	54268	100	60.4798	34.9	1.15
JAACYQ010025622.1	1	54270	31633	54270	100	57.9579	35	0.0784
JAACYQ010025623.1	1	25193	14364	25167	99.8968	56.7158	34.9	0.151
JAACYQ010025624.1	1	25191	15347	25191	100	60.6153	34.9	1.87
JAACYQ010025625.1	1	15365	8870	15365	100	57.1801	34.9	0.433
JAACYQ010025626.1	1	15366	8884	15366	100	57.3248	34.9	0.116
JAACYQ010025627.1	1	17751	11075	17738	99.9268	61.6779	34.8	0.00244
JAACYQ010025628.1	1	17750	10972	17735	99.9155	61.1007	34.9	0.33
JAACYQ010025629.1	1	3349	3438	3349	100	101.552	34.5	59.1
JAACYQ010025698.1	1	11015	6598	11015	100	59.5138	34.9	0.781
JAACYQ010025699.1	1	11015	7127	11011	99.9637	64.2842	35	1.15
JAACYQ010025702.1	1	3669	4682	3669	100	108.982	34.9	45.9
CM021732.1	1	158712548	173905562	155787790	98.1572	108.94	35	58.9
MU014413.1	1	245911	261006	235500	95.7664	105.655	35.1	59.6
JAACYQ010010131.1	1	9031	15391	9031	100	163.428	34.6	59.6
JAACYQ010012288.1	1	1501	1334	1501	100	89.7602	35.1	59.8
JAACYQ010012420.1	1	1098	639	1098	100	54.439	33.9	51.7
JAACYQ010012428.1	1	5838	4935	5831	99.8801	84.02	34.9	55.5
JAACYQ010012429.1	1	3741	3097	3741	100	80.9791	34.8	59.3
JAACYQ010012475.1	1	3980	4133	3980	100	102.989	35.1	59.1
JAACYQ010012579.1	1	1580	11991	1580	100	747.377	35.2	8.77
JAACYQ010012608.1	1	3648	3411	3648	100	93.2952	34.9	57.2
JAACYQ010012624.1	1	2331	31803	2331	100	1351.17	35	6.18
JAACYQ010012668.1	1	7892	8421	7892	100	105.614	35.1	60
JAACYQ010012669.1	1	4487	4722	4487	100	105.236	35	59.9
JAACYQ010012689.1	1	6359	6067	6357	99.9685	94.1595	35	56.3
JAACYQ010012708.1	1	1030	1002	1030	100	99.5408	35.2	59.7
JAACYQ010012751.1	1	8712	8233	8712	100	93.5184	35	56.8
JAACYQ010012761.1	1	1279	1437	1279	100	112.662	35.2	52.6
JAACYQ010012773.1	1	8673	8903	8604	99.2044	102.041	35.1	59.8
JAACYQ010012782.1	1	2058	1116	2058	100	53.5277	35.1	39.4
JAACYQ010012785.1	1	3195	3317	3195	100	103.259	35.2	57.9
JAACYQ010012800.1	1	3165	3667	3165	100	115.924	35	59.9
JAACYQ010012992.1	1	1838	4476	1837	99.9456	237.88	34.9	7.63
JAACYQ010013072.1	1	5443	5706	5443	100	104.454	35	54.5
JAACYQ010013157.1	1	5123	4768	5122	99.9805	92.1931	35	56.4
JAACYQ010013236.1	1	1573	1531	1573	100	96.7476	34.8	57.5
JAACYQ010013355.1	1	2059	1505	2059	100	72.1612	34.9	1.15
MU014414.1	1	15736	14047	15728	99.9492	88.0831	35	58.7
MU014415.1	1	1065	6626	972	91.2676	610.568	35.1	27
MU014416.1	1	9183	6648	9089	98.9764	71.7481	35	43.3
MU014417.1	1	3251	2133	3146	96.7702	64.0314	34.7	11.9
JAACYQ010013985.1	1	1340	1465	1340	100	106.873	35	31.9
MU014418.1	1	5922	5504	5902	99.6623	91.4477	35	59.8
JAACYQ010014000.1	1	3972	4883	3972	100	123.704	35.1	50.8
MU014419.1	1	1216	6579	1023	84.1283	532.242	35.2	6.29
JAACYQ010014217.1	1	4315	4402	4315	100	100.696	34.1	59.4
JAACYQ010014234.1	1	2930	4637	2930	100	156.921	35.1	56.3
JAACYQ010014244.1	1	1369	27124	1369	100	1968.15	35.1	5.75
JAACYQ010014249.1	1	1703	45281	1703	100	2639.79	35	16.1
JAACYQ010014294.1	1	14025	14414	14022	99.9786	102.103	35	59.6
JAACYQ010014317.1	1	1124	971	1124	100	84.7891	35.2	58.6
JAACYQ010014318.1	1	1229	1390	1229	100	113.238	35.2	59.3
JAACYQ010014326.1	1	1236	868	1236	100	69.8617	34.8	37
JAACYQ010014493.1	1	1062	1613	1062	100	147.655	35	30.3
JAACYQ010014504.1	1	1364	4697	1364	100	331.872	35.2	17.3
JAACYQ010014598.1	1	2009	1859	2006	99.8507	91.1414	35	55.7
JAACYQ010014600.1	1	1691	13756	1691	100	805.131	35.1	3.12
JAACYQ010014657.1	1	11992	12454	11992	100	103.108	34.9	58.7
JAACYQ010014679.1	1	1692	16112	1692	100	944.993	35.2	10.3
JAACYQ010014718.1	1	3068	2795	3010	98.1095	88.0117	34	58.1
JAACYQ010014774.1	1	10281	12043	10276	99.9514	116.661	35	50.7
JAACYQ010014884.1	1	2993	2839	2993	100	93.9068	34.9	6.02
JAACYQ010014917.1	1	9319	10524	9319	100	105.577	35.1	57
MU014420.1	1	3510	114612	3414	97.265	3263.97	35.1	26
JAACYQ010015117.1	1	3462	3725	3462	100	95.5763	35	56.8
MU014421.1	1	1320	31532	1222	92.5758	2394.83	35.2	19.4
MU014422.1	1	3301	2731	3205	97.0918	81.0527	35	59.8
MU014423.1	1	3410	2803	3402	99.7654	80.8293	35	58.3
JAACYQ010015402.1	1	1446	1290	1446	100	88.9938	35.1	56
JAACYQ010015454.1	1	2898	3015	2898	100	102.767	35.2	57
JAACYQ010015548.1	1	3520	2493	3520	100	70.4173	35	57
JAACYQ010015589.1	1	3102	2992	3098	99.8711	95.8291	34.9	32.8
MU014424.1	1	8666	8823	8656	99.8846	100.827	35	57.9
JAACYQ010015722.1	1	1885	1962	1884	99.9469	94.8058	35	52.1
MU014425.1	1	1946	10345	1755	90.185	515.384	34.4	11.8
JAACYQ010015825.1	1	2006	3336	2006	100	167.37	35.1	56.4
JAACYQ010015839.1	1	1363	27883	1359	99.7065	2033.24	35.3	3.59
JAACYQ010015992.1	1	6522	6845	6522	100	104.456	35	44.6
JAACYQ010016010.1	1	2579	2745	2579	100	105.982	35.1	59.8
JAACYQ010016013.1	1	1455	1214	1455	100	82.6818	34.7	8.33
JAACYQ010016022.1	1	6304	5974	6288	99.7462	93.938	35	59.8
JAACYQ010016026.1	1	1544	10848	1544	100	694.016	35.1	16.1
JAACYQ010016077.1	1	12303	12810	12303	100	103.767	35	58.5
JAACYQ010016180.1	1	9487	9680	9487	100	101.703	35.1	58.6
JAACYQ010016181.1	1	2322	2261	2322	100	96.581	34.9	50.8
JAACYQ010016239.1	1	6717	6611	6717	100	96.4134	35	59
JAACYQ010016247.1	1	3951	4426	3951	100	112.104	34.8	54.9
JAACYQ010016286.1	1	9202	9979	9202	100	106.367	35	59.4
JAACYQ010016288.1	1	8635	8284	8635	100	95.757	35	59.1
JAACYQ010016332.1	1	11035	11462	11035	100	103.237	35.1	59.8
JAACYQ010016445.1	1	1692	1327	1692	100	74.3322	33.7	57.9
MU014426.1	1	1727	11961	1633	94.557	687.152	35.2	16.3
MU014427.1	1	2797	40042	2699	96.4962	1412.62	34.8	11.2
JAACYQ010016493.1	1	3225	2780	3225	100	85.1163	34.8	57.7
JAACYQ010016525.1	1	1363	8725	1363	100	630.804	35.2	23.7
JAACYQ010016564.1	1	1202	54193	1202	100	4492.68	35.2	12.3
JAACYQ010016658.1	1	3699	16218	3699	100	420.577	33.6	20
JAACYQ010016731.1	1	1343	567	1343	100	41.8749	35.2	36.3
JAACYQ010016856.1	1	8150	4560	8133	99.7914	55.3579	35	1.46
JAACYQ010016888.1	1	3337	3032	3321	99.5205	88.1591	34	59.5
JAACYQ010016915.1	1	10605	9779	10605	100	91.5012	35	57.7
JAACYQ010016919.1	1	7067	7419	7067	100	104.275	35	59.7
JAACYQ010016930.1	1	1041	2842	1041	100	270.089	34.8	41.6
JAACYQ010016950.1	1	6552	6819	6552	100	103.48	34.8	56.9
JAACYQ010016966.1	1	2665	2330	2665	100	85.7704	34.9	59.7
JAACYQ010016976.1	1	1468	1342	1465	99.7956	92.2255	35.2	57.6
JAACYQ010017047.1	1	10156	8440	10156	100	82.3587	34.9	58.7
JAACYQ010017079.1	1	2670	2141	2670	100	79.0966	34.2	59.5
MU014428.1	1	22110	22229	22103	99.9683	99.5184	35	57.8
MU014429.1	1	16727	18052	16634	99.444	106.826	35	50.4
JAACYQ010017149.1	1	8162	10728	8162	100	128.764	35.1	55.2
JAACYQ010017205.1	1	5855	6257	5855	100	106.954	35.1	58.2
MU014430.1	1	1089	21368	992	91.0927	1942.7	35.1	6.71
MU014431.1	1	17377	14322	17279	99.436	81.6871	35	59.5
MU014432.1	1	1158	8791	1060	91.5371	752.324	35.2	13.8
JAACYQ010017281.1	1	3832	14827	3832	100	382.845	34.7	30.7
JAACYQ010017419.1	1	4018	3627	4018	100	88.3066	35	59.3
JAACYQ010017569.1	1	6351	6503	6351	100	101.623	34.8	58
JAACYQ010017600.1	1	6612	5631	6612	100	83.8534	35	57.5
MU014433.1	1	2763	2389	2761	99.9276	85.3811	34.8	58.7
JAACYQ010017725.1	1	5801	4698	5797	99.931	79.9988	35	59.3
JAACYQ010017728.1	1	1682	12179	1682	100	716.172	35.2	12
JAACYQ010017736.1	1	18981	20328	18981	100	106.402	35	59.7
JAACYQ010017757.1	1	12485	12087	12475	99.9199	95.9642	34.9	55.5
JAACYQ010017766.1	1	2393	2516	2393	100	103.445	34.7	48.3
JAACYQ010017775.1	1	6651	7652	6651	100	113.708	35	58.8
JAACYQ010017807.1	1	3762	4056	3762	100	106.506	34.9	36.6
JAACYQ010017827.1	1	7150	8036	7150	100	111.602	35	59.5
JAACYQ010017848.1	1	10414	11412	10414	100	108.665	35	55.4
JAACYQ010017907.1	1	4685	4848	4685	100	102.981	35	59.9
JAACYQ010017979.1	1	3755	3382	3755	100	87.2021	33.4	59.2
JAACYQ010018048.1	1	12017	12276	12017	100	101.616	35	59.7
JAACYQ010018058.1	1	3218	17138	3206	99.6271	512.558	35.1	37.1
JAACYQ010018078.1	1	7025	7149	7025	100	101.393	35	55.7
JAACYQ010018107.1	1	9064	9706	9002	99.316	106.173	35	59.8
JAACYQ010018154.1	1	6056	5966	6056	100	97.8269	34.9	59.1
JAACYQ010018173.1	1	6913	7175	6913	100	103.339	34.9	59.2
JAACYQ010018180.1	1	5680	3399	5680	100	58.943	35	2.87
JAACYQ010018215.1	1	7002	7366	7002	100	104.865	34.9	58.9
JAACYQ010018380.1	1	3228	7323	3228	100	192.238	34.9	40.1
JAACYQ010018418.1	1	3803	3817	3803	100	99.1659	35.1	59.6
JAACYQ010018446.1	1	4321	3185	4320	99.9769	70.5774	32.9	59.3
JAACYQ010018482.1	1	33967	32945	33967	100	96.1341	34.9	51.1
JAACYQ010018514.1	1	3206	2978	3206	100	88.8727	34.8	51.3
JAACYQ010018527.1	1	2199	23150	2199	100	1042.06	35.1	10.1
JAACYQ010018552.1	1	3715	20032	3715	100	535.287	34.8	22.9
JAACYQ010018618.1	1	4111	3118	4111	100	72.6633	32.8	58.9
JAACYQ010018679.1	1	3404	36041	3404	100	1049.31	35.2	11.2
JAACYQ010018731.1	1	9136	8892	9136	100	96.0206	35	57.1
JAACYQ010018766.1	1	26047	13666	25999	99.8157	52.0634	35	0.275
JAACYQ010018807.1	1	3254	3280	3254	100	101.026	35	12
JAACYQ010018842.1	1	3399	3187	3397	99.9412	92.1686	34.8	6.84
JAACYQ010018912.1	1	5274	4864	5274	100	91.1333	35	59.3
JAACYQ010018913.1	1	11087	10642	11087	100	95.1277	34.9	56.2
JAACYQ010018966.1	1	12194	11931	12167	99.7786	96.8608	35	59.9
JAACYQ010018992.1	1	3816	3445	3816	100	88.8608	34.1	59.3
JAACYQ010018996.1	1	1798	20689	1798	100	1141.37	35	16.1
JAACYQ010019162.1	1	3100	2607	3099	99.9677	83.8623	35	2.32
MU014434.1	1	2418	55	442	18.2796	0.617452	34.1	5.64
JAACYQ010019506.1	1	2845	281791	2845	100	9873.88	35	7.93
JAACYQ010019531.1	1	3570	3753	3570	100	103.918	34.9	45.4
JAACYQ010019620.1	1	6622	3381	6610	99.8188	50.3751	33.9	7.2
JAACYQ010019650.1	1	3945	28098	2594	65.7541	599.938	35.1	48.5
JAACYQ010019693.1	1	1531	15944	1531	100	1043.07	35.2	38
JAACYQ010019768.1	1	30359	34420	30358	99.9967	112.611	35	58.1
JAACYQ010019857.1	1	1478	43334	1478	100	2926.91	35.3	7.79
JAACYQ010019860.1	1	8944	9538	8944	100	105.924	35.1	59.7
JAACYQ010019863.1	1	1558	16028	1558	100	1020.03	35.1	27.3
MU014435.1	1	15906	14976	12907	81.1455	93.6954	35	51.2
JAACYQ010019938.1	1	13593	13906	13593	100	100.681	35	58.7
JAACYQ010019949.1	1	2881	67683	2881	100	2339.05	35.1	6.72
JAACYQ010020024.1	1	3927	35354	3927	100	894.157	35.1	43.7
MU014436.1	1	3600	2955	3501	97.25	74.0428	32.9	53.5
JAACYQ010020083.1	1	1302	3957	1302	100	288.351	34.1	40.6
JAACYQ010020105.1	1	4001	17741	4001	100	438.161	34.9	31.2
JAACYQ010020302.1	1	3062	138631	3062	100	4448.01	35.1	43.3
MU014437.1	1	49785	59192	49750	99.9297	118.008	35	50.5
MU014438.1	1	2546	31647	2538	99.6858	1185.22	35.3	26.6
JAACYQ010020946.1	1	1356	18993	1356	100	1324.59	35.1	54.1
JAACYQ010021479.1	1	2778	86503	2778	100	3086.09	34.6	53.9
JAACYQ010023396.1	1	6632	19827	6632	100	280.729	35	59.4
MU014439.1	1	3796	50099	3699	97.4447	1323.9	34.9	32
JAACYQ010023458.1	1	16848	9214	16843	99.9703	54.4103	35	1.84
JAACYQ010023572.1	1	10103	11702	10103	100	115.194	35	57
JAACYQ010023573.1	1	6449	7238	6449	100	111.824	35.1	57.4
MU014440.1	1	13602	15279	13350	98.1473	111.553	35	54
JAACYQ010023635.1	1	27021	13814	27021	100	50.8806	35	0.122
JAACYQ010023636.1	1	27017	14661	27017	100	54.0046	34.9	1.24
JAACYQ010023637.1	1	10013	4921	9970	99.5706	48.5512	35	0.323
JAACYQ010023638.1	1	10009	5531	10009	100	55.0216	34.7	2.4
JAACYQ010023722.1	1	3316	2018	3316	100	59.877	35.2	5.23
JAACYQ010023723.1	1	3137	1672	3137	100	53.1001	35.1	2.49
JAACYQ010023801.1	1	10882	6568	10841	99.6232	59.8592	35	0
JAACYQ010023802.1	1	10880	6880	10880	100	61.5741	34.9	1.41
JAACYQ010023803.1	1	1612	3018	1612	100	189.167	34.6	6.65
JAACYQ010023845.1	1	10550	4593	10515	99.6682	42.9468	34.9	0.357
JAACYQ010023846.1	1	12050	6432	12050	100	53.0538	35	10.4
JAACYQ010023858.1	1	12048	7140	12048	100	59.105	35.1	13.2
JAACYQ010023859.1	1	20224	20155	20220	99.9802	99.1274	34.9	49.8
JAACYQ010023876.1	1	37921	18783	37918	99.9921	49.1626	34.9	0.741
JAACYQ010023887.1	1	37921	18754	37920	99.9974	48.6496	35	0.19
JAACYQ010023946.1	1	1612	3490	1612	100	210.24	34.6	6.49
JAACYQ010023950.1	1	2293	6242	2293	100	261.472	34.8	43.3
JAACYQ010023951.1	1	10515	8801	10515	100	80.2254	34.7	15.3
MU014441.1	1	1340	1779	1241	92.6119	105.14	34.7	7.38
JAACYQ010023955.1	1	1445	2994	1445	100	212.15	35.1	59.6
JAACYQ010023967.1	1	1124	668	1124	100	46.7198	34.5	10.4
JAACYQ010023990.1	1	10484	6991	10481	99.9714	63.6436	34.8	9.14
MU014442.1	1	1339	1865	1245	92.9798	120.782	34.7	8.97
JAACYQ010024010.1	1	1124	324	1124	100	28.0792	34.9	1.83
JAACYQ010024049.1	1	3361	4213	3345	99.524	124.207	35.1	1.09
JAACYQ010024070.1	1	9917	5637	9912	99.9496	56.6514	34.7	7.03
JAACYQ010024072.1	1	5112	2792	5090	99.5696	54.3003	34.8	0.521
JAACYQ010024105.1	1	8280	8614	8271	99.8913	103.142	34.9	48.3
JAACYQ010024110.1	1	6302	3559	6302	100	55.8951	34.9	10.2
JAACYQ010024111.1	1	3374	1654	3369	99.8518	48.8933	35.1	0.0683
JAACYQ010024178.1	1	19397	7897	19396	99.9948	40.4483	35	5.75
JAACYQ010024184.1	1	5753	2972	5749	99.9305	50.8655	35.1	2.93
JAACYQ010024187.1	1	11732	7533	11683	99.5823	63.9007	34.9	2.88
JAACYQ010024208.1	1	19393	6729	19392	99.9948	34.4204	34.9	3
JAACYQ010024272.1	1	9922	5585	9921	99.9899	55.4591	34.8	6.57
JAACYQ010024302.1	1	2555	5491	2555	100	210.08	35.1	59.5
MU014443.1	1	47501	29462	47402	99.7916	61.6971	35	20
JAACYQ010024316.1	1	2198	23825	2198	100	1075.45	35.2	9.59
JAACYQ010024356.1	1	6624	3595	6624	100	54.0474	35.1	7.79
JAACYQ010024366.1	1	6300	3647	6300	100	57.3803	35	9.86
JAACYQ010024367.1	1	3374	1917	3374	100	56.0462	35	6.19
JAACYQ010024385.1	1	38299	19972	38299	100	51.9866	35	0.873
JAACYQ010024390.1	1	1524	771	1524	100	49.9547	35	2.06
JAACYQ010024425.1	1	7405	3984	7376	99.6084	53.6273	35	2.99
JAACYQ010024442.1	1	1524	856	1524	100	55.3301	35.2	4.77
JAACYQ010024456.1	1	9727	10693	9727	100	109.288	34.9	51
JAACYQ010024493.1	1	3484	2100	3484	100	59.3513	35.2	5.34
JAACYQ010024507.1	1	1530	1489	1530	100	97.7837	35.1	59.8
JAACYQ010024520.1	1	32146	19824	32146	100	60.9331	34.9	1.92
JAACYQ010024521.1	1	32155	18542	32147	99.9751	56.9913	35	0.122
JAACYQ010024529.1	1	2831	1584	2831	100	55.3186	35	2.46
JAACYQ010024530.1	1	2607	1540	2607	100	56.8446	35	5.92
JAACYQ010024532.1	1	1363	1380	1363	100	102.492	35	59.7
JAACYQ010024533.1	1	4491	2167	4491	100	47.8319	35	1.14
JAACYQ010024534.1	1	4394	2044	4377	99.6131	46.2556	35	0
JAACYQ010024546.1	1	3483	2150	3483	100	61.2974	34.9	6.54
JAACYQ010024566.1	1	7406	4336	7402	99.946	58.3112	35	5.38
JAACYQ010024578.1	1	11731	7399	11730	99.9915	62.7488	34.9	5.37
JAACYQ010024632.1	1	2607	1360	2607	100	50.6751	35.1	2.18
JAACYQ010024633.1	1	2831	1527	2831	100	51.7566	35	1.13
JAACYQ010024644.1	1	6623	4076	6623	100	61.3752	35	11.4
JAACYQ010024664.1	1	11936	5211	11913	99.8073	43.2875	35	2.54
JAACYQ010024702.1	1	11948	6781	11906	99.6485	56.4053	35	9.1
JAACYQ010024728.1	1	2952	56376	2952	100	1895.26	35	10.2
JAACYQ010024779.1	1	2575	1193	2575	100	45.6575	34.9	0.829
MU014444.1	1	3512	1557	3413	97.1811	43.7796	35	4.2
MU014445.1	1	3696	1603	3573	96.6721	42.6783	34.9	3
JAACYQ010024797.1	1	2575	1729	2574	99.9612	66.4334	35	5.85
JAACYQ010024854.1	1	6449	4038	6448	99.9845	61.9459	34.9	3.83
JAACYQ010024855.1	1	6432	4600	6430	99.9689	71.2428	35	5.24
JAACYQ010024908.1	1	16886	9080	16878	99.9526	53.1752	35	0.354
MU014446.1	1	32986	17421	32887	99.6999	52.4923	35.1	0.554
JAACYQ010025001.1	1	8003	4582	8003	100	56.9243	35.1	0.223
JAACYQ010025002.1	1	12761	6947	12761	100	53.9002	35	0.0671
MU014447.1	1	32985	18175	32885	99.6968	54.7769	35	1.29
JAACYQ010025005.1	1	8002	4624	8002	100	57.3689	34.9	1.24
JAACYQ010025006.1	1	12761	7004	12761	100	53.7531	35.1	0.808
JAACYQ010025241.1	1	4988	4990	4985	99.9399	99.3945	35	2.75
JAACYQ010025242.1	1	3310	3236	3299	99.6677	94.7526	35.2	5.8
JAACYQ010025243.1	1	4988	5104	4988	100	101.377	35	5.66
JAACYQ010025244.1	1	2368	3957	2368	100	161.079	35.2	22.8
JAACYQ010025245.1	1	2368	2890	2368	100	119.085	35.2	16.9
JAACYQ010025246.1	1	3305	5339	3305	100	162.029	35.1	17.2
JAACYQ010025247.1	1	2465	3273	2465	100	129.773	34.6	21.4
JAACYQ010025248.1	1	2467	1816	2467	100	72.6315	34.8	8.71
JAACYQ010025424.1	1	15783	8097	15783	100	51.0371	35.1	0.325
JAACYQ010025425.1	1	15785	8197	15785	100	51.7746	35	0.37
JAACYQ010025494.1	1	73373	42187	73320	99.9278	57.2037	35	3.02
JAACYQ010025495.1	1	73389	42088	73339	99.9319	57.0388	35	3.41
JAACYQ010025496.1	1	87125	51549	87101	99.9725	58.9214	34.9	12.7
JAACYQ010025497.1	1	87131	51780	87100	99.9644	58.9252	34.9	12.8
JAACYQ010025583.1	1	3510	20373	3509	99.9715	562.873	34.4	5.48
JAACYQ010025584.1	1	3510	37102	3510	100	1053.73	34.2	12.5
JAACYQ010025630.1	1	40332	21516	40307	99.938	52.8376	34.7	1.42
JAACYQ010025631.1	1	40336	21141	40336	100	51.8959	34.7	0.126
JAACYQ010025632.1	1	18113	9978	18113	100	54.648	35	0.121
JAACYQ010025633.1	1	18113	10209	18112	99.9945	55.8357	35	0.421
JAACYQ010025634.1	1	8831	4952	8831	100	56.1263	35	1.13
JAACYQ010025635.1	1	31648	18647	31648	100	58.6853	35	2.08
JAACYQ010025636.1	1	31653	17565	31653	100	55.2703	35	0.2
JAACYQ010025637.1	1	8831	4614	8788	99.5131	52.0309	35.1	0.148
JAACYQ010025675.1	1	30995	16216	30847	99.5225	51.5603	34.7	0.801
JAACYQ010025676.1	1	30989	16826	30874	99.6289	53.5856	34.6	2.45
JAACYQ010025677.1	1	48169	25955	48115	99.8879	53.5323	35	0.246
JAACYQ010025678.1	1	48169	26620	48113	99.8837	54.8793	34.9	0.91
JAACYQ010025679.1	1	1149	333	1149	100	22.1645	33.3	21.9
CM021733.1	1	119135805	132741748	117130198	98.3165	110.767	35	59
JAACYQ010012291.1	1	1260	1352	1260	100	106.283	34.9	59.9
JAACYQ010012308.1	1	4236	2807	4190	98.9141	65.0104	35.1	59.7
JAACYQ010012325.1	1	2516	2497	2516	100	99.622	34.9	59.9
JAACYQ010012402.1	1	2760	2746	2760	100	97.5514	35	59.2
JAACYQ010012462.1	1	1786	1552	1786	100	86.2956	34.7	54.1
JAACYQ010012483.1	1	9155	9578	9154	99.9891	103.851	35.1	60
JAACYQ010012496.1	1	3489	3161	3487	99.9427	88.7294	35.1	58.5
JAACYQ010012686.1	1	5294	5246	5294	100	96.4303	35.2	59.3
JAACYQ010012704.1	1	1104	844	1104	100	62.9683	31.7	46.8
JAACYQ010012819.1	1	2653	1484	2653	100	54.3656	34.8	58.3
JAACYQ010012820.1	1	1387	1383	1387	100	99.217	35	59.5
JAACYQ010012938.1	1	1871	1897	1871	100	100.297	34.8	49.9
JAACYQ010012948.1	1	5515	5604	5513	99.9637	100.141	35	58.1
JAACYQ010013103.1	1	6809	6684	6809	100	97.8251	35	59.7
JAACYQ010013122.1	1	1363	1570	1363	100	116.107	34.9	58.7
JAACYQ010013137.1	1	10617	11868	10616	99.9906	111.317	34.9	50
JAACYQ010013707.1	1	993	86	956	96.2739	5.80262	31.3	42.6
MU014448.1	1	719	7840	626	87.0654	956.079	33.6	23.2
JAACYQ010014218.1	1	1839	1723	1839	100	90.5378	35	58
JAACYQ010014235.1	1	3966	4504	3966	100	112.217	34.4	59.9
JAACYQ010014350.1	1	1303	938	1303	100	65.4958	33.6	53.6
JAACYQ010014358.1	1	1606	9002	1606	100	554.534	35.2	25.8
JAACYQ010014494.1	1	7343	6912	7343	100	93.4878	34.3	59.9
JAACYQ010014495.1	1	11522	13842	11520	99.9826	119.504	34.9	35.9
JAACYQ010014549.1	1	2623	2371	2623	100	89.9013	35	59.6
JAACYQ010014694.1	1	6221	6356	6221	100	100.752	34.8	49.7
JAACYQ010014722.1	1	3586	4000	3586	100	111.037	35	59.9
